freq,noise
1.088E9,8.522
1.090E9,8.394
1.092E9,8.346
1.093E9,8.381
1.095E9,8.497
1.097E9,8.690
1.098E9,8.545
1.100E9,8.405
1.101E9,8.348
1.103E9,8.378
1.105E9,8.493
1.106E9,8.689
1.108E9,8.580
1.110E9,8.433
1.111E9,8.370
1.113E9,8.394
1.114E9,8.502
1.116E9,8.692
1.118E9,8.624
1.119E9,8.482
1.121E9,8.417
1.123E9,8.432
1.124E9,8.528
1.126E9,8.700
1.127E9,8.674
1.129E9,8.543
1.131E9,8.480
1.132E9,8.488
1.134E9,8.568
1.135E9,8.716
1.137E9,8.722
1.139E9,8.607
1.140E9,8.548
1.142E9,8.550
1.144E9,8.614
1.145E9,8.738
1.147E9,8.767
1.148E9,8.666
1.150E9,8.613
1.152E9,8.611
1.153E9,8.661
1.155E9,8.763
1.157E9,8.807
1.158E9,8.720
1.160E9,8.673
1.161E9,8.668
1.163E9,8.708
1.165E9,8.791
1.166E9,8.844
1.168E9,8.769
1.170E9,8.728
1.171E9,8.722
1.173E9,8.753
1.175E9,8.820
1.176E9,8.878
1.178E9,8.815
1.179E9,8.780
1.181E9,8.774
1.183E9,8.798
1.184E9,8.852
1.186E9,8.910
1.188E9,8.858
1.189E9,8.829
1.191E9,8.823
1.192E9,8.842
1.194E9,8.884
1.196E9,8.940
1.197E9,8.899
1.199E9,8.875
1.200E9,8.870
1.202E9,8.884
1.204E9,8.917
1.205E9,8.968
1.207E9,8.936
1.209E9,8.918
1.210E9,8.914
1.212E9,8.925
1.214E9,8.950
1.215E9,8.989
1.217E9,8.971
1.218E9,8.958
1.220E9,8.955
1.222E9,8.964
1.223E9,8.983
1.225E9,9.012
1.227E9,9.004
1.228E9,8.995
1.230E9,8.994
1.231E9,9.000
1.233E9,9.015
1.235E9,9.037
1.236E9,9.035
1.238E9,9.030
1.240E9,9.030
1.241E9,9.035
1.243E9,9.046
1.244E9,9.062
1.246E9,9.065
1.248E9,9.062
1.249E9,9.063
1.251E9,9.068
1.252E9,9.077
1.254E9,9.088
1.256E9,9.093
1.257E9,9.093
1.259E9,9.095
1.261E9,9.100
1.262E9,9.106
1.264E9,9.115
1.265E9,9.120
1.267E9,9.123
1.269E9,9.126
1.270E9,9.130
1.272E9,9.136
1.274E9,9.142
1.275E9,9.147
1.277E9,9.152
1.278E9,9.156
1.280E9,9.160
1.282E9,9.165
1.283E9,9.169
1.285E9,9.174
1.287E9,9.180
1.288E9,9.185
1.290E9,9.189
1.292E9,9.193
1.293E9,9.196
1.295E9,9.200
1.296E9,9.207
1.298E9,9.213
1.300E9,9.218
1.301E9,9.221
1.303E9,9.223
1.304E9,9.226
1.306E9,9.234
1.308E9,9.241
1.309E9,9.246
1.311E9,9.249
1.313E9,9.250
1.314E9,9.251
1.316E9,9.261
1.318E9,9.268
1.319E9,9.274
1.321E9,9.277
1.322E9,9.277
1.324E9,9.276
1.326E9,9.287
1.327E9,9.295
1.329E9,9.301
1.331E9,9.304
1.332E9,9.304
1.334E9,9.301
1.335E9,9.313
1.337E9,9.322
1.339E9,9.328
1.340E9,9.330
1.342E9,9.330
1.343E9,9.327
1.345E9,9.338
1.347E9,9.347
1.348E9,9.354
1.350E9,9.357
1.352E9,9.357
1.353E9,9.353
1.355E9,9.363
1.357E9,9.373
1.358E9,9.379
1.360E9,9.382
1.361E9,9.382
1.363E9,9.379
1.365E9,9.388
1.366E9,9.398
1.368E9,9.404
1.369E9,9.408
1.371E9,9.408
1.373E9,9.405
1.374E9,9.412
1.376E9,9.422
1.378E9,9.429
1.379E9,9.433
1.381E9,9.433
1.382E9,9.430
1.384E9,9.436
1.386E9,9.446
1.387E9,9.453
1.389E9,9.457
1.391E9,9.458
1.392E9,9.455
1.394E9,9.460
1.396E9,9.470
1.397E9,9.477
1.399E9,9.482
1.400E9,9.482
1.402E9,9.480
1.404E9,9.483
1.405E9,9.494
1.407E9,9.501
1.408E9,9.505
1.410E9,9.507
1.412E9,9.505
1.413E9,9.507
1.415E9,9.517
1.417E9,9.525
1.418E9,9.529
1.420E9,9.530
1.421E9,9.529
1.423E9,9.530
1.425E9,9.540
1.426E9,9.548
1.428E9,9.552
1.430E9,9.554
1.431E9,9.553
1.433E9,9.553
1.434E9,9.563
1.436E9,9.571
1.438E9,9.575
1.439E9,9.577
1.441E9,9.576
1.443E9,9.575
1.444E9,9.586
1.446E9,9.593
1.448E9,9.598
1.449E9,9.600
1.451E9,9.600
1.452E9,9.598
1.454E9,9.608
1.456E9,9.616
1.457E9,9.621
1.459E9,9.623
1.461E9,9.623
1.462E9,9.620
1.464E9,9.630
1.465E9,9.638
1.467E9,9.643
1.469E9,9.645
1.470E9,9.646
1.472E9,9.643
1.474E9,9.652
1.475E9,9.660
1.477E9,9.665
1.478E9,9.668
1.480E9,9.668
1.482E9,9.666
1.483E9,9.674
1.485E9,9.681
1.486E9,9.687
1.488E9,9.690
1.490E9,9.690
1.491E9,9.689
1.493E9,9.695
1.495E9,9.703
1.496E9,9.708
1.498E9,9.711
1.499E9,9.713
1.501E9,9.711
1.503E9,9.717
1.504E9,9.724
1.506E9,9.730
1.508E9,9.733
1.509E9,9.734
1.511E9,9.734
1.512E9,9.738
1.514E9,9.746
1.516E9,9.751
1.517E9,9.754
1.519E9,9.756
1.521E9,9.755
1.522E9,9.759
1.524E9,9.767
1.526E9,9.772
1.527E9,9.776
1.529E9,9.778
1.530E9,9.777
1.532E9,9.781
1.534E9,9.788
1.535E9,9.793
1.537E9,9.797
1.538E9,9.799
1.540E9,9.799
1.542E9,9.802
1.543E9,9.809
1.545E9,9.814
1.547E9,9.818
1.548E9,9.820
1.550E9,9.821
1.552E9,9.822
1.553E9,9.830
1.555E9,9.835
1.556E9,9.839
1.558E9,9.841
1.560E9,9.842
1.561E9,9.843
1.563E9,9.851
1.565E9,9.856
1.566E9,9.860
1.568E9,9.863
1.569E9,9.864
1.571E9,9.864
1.573E9,9.872
1.574E9,9.877
1.576E9,9.881
1.578E9,9.884
1.579E9,9.885
1.581E9,9.885
1.582E9,9.893
1.584E9,9.898
1.586E9,9.903
1.587E9,9.905
1.589E9,9.907
1.591E9,9.906
1.592E9,9.914
1.594E9,9.919
1.595E9,9.924
1.597E9,9.927
1.599E9,9.928
1.600E9,9.928
1.602E9,9.935
1.603E9,9.941
1.605E9,9.945
1.607E9,9.948
1.608E9,9.950
1.610E9,9.950
1.612E9,9.956
1.613E9,9.962
1.615E9,9.967
1.616E9,9.970
1.618E9,9.972
1.620E9,9.972
1.621E9,9.978
1.623E9,9.984
1.625E9,9.988
1.626E9,9.992
1.628E9,9.994
1.629E9,9.994
1.631E9,9.999
1.633E9,10.005
1.634E9,10.010
1.636E9,10.014
1.638E9,10.016
1.639E9,10.017
1.641E9,10.021
1.643E9,10.027
1.644E9,10.032
1.646E9,10.036
1.647E9,10.038
1.649E9,10.039
1.651E9,10.043
1.652E9,10.050
1.654E9,10.055
1.655E9,10.059
1.657E9,10.061
1.659E9,10.062
1.660E9,10.066
1.662E9,10.072
1.664E9,10.078
1.665E9,10.081
1.667E9,10.084
1.668E9,10.085
1.670E9,10.088
1.672E9,10.095
1.673E9,10.101
1.675E9,10.105
1.677E9,10.107
1.678E9,10.109
1.680E9,10.111
1.682E9,10.118
1.683E9,10.124
1.685E9,10.128
1.686E9,10.131
1.688E9,10.132
1.690E9,10.134
1.691E9,10.142
1.693E9,10.148
1.695E9,10.152
1.696E9,10.155
1.698E9,10.156
1.699E9,10.158
1.701E9,10.165
1.703E9,10.172
1.704E9,10.176
1.706E9,10.179
1.708E9,10.181
1.709E9,10.181
1.711E9,10.189
1.712E9,10.195
1.714E9,10.200
1.716E9,10.203
1.717E9,10.205
1.719E9,10.205
1.721E9,10.213
1.722E9,10.220
1.724E9,10.225
1.725E9,10.228
1.727E9,10.229
1.729E9,10.229
1.730E9,10.237
1.732E9,10.244
1.734E9,10.249
1.735E9,10.253
1.737E9,10.254
1.738E9,10.254
1.740E9,10.261
1.742E9,10.268
1.743E9,10.274
1.745E9,10.277
1.746E9,10.279
1.748E9,10.279
1.750E9,10.285
1.751E9,10.293
1.753E9,10.298
1.755E9,10.302
1.756E9,10.303
1.758E9,10.303
1.759E9,10.309
1.761E9,10.317
1.763E9,10.323
1.764E9,10.327
1.766E9,10.328
1.768E9,10.328
1.769E9,10.333
1.771E9,10.342
1.773E9,10.348
1.774E9,10.352
1.776E9,10.353
1.777E9,10.353
1.779E9,10.357
1.781E9,10.366
1.782E9,10.373
1.784E9,10.377
1.786E9,10.378
1.787E9,10.378
1.789E9,10.382
1.790E9,10.391
1.792E9,10.398
1.794E9,10.402
1.795E9,10.404
1.797E9,10.403
1.798E9,10.406
1.800E9,10.416
1.802E9,10.423
1.803E9,10.428
1.805E9,10.429
1.807E9,10.429
1.808E9,10.430
1.810E9,10.441
1.812E9,10.449
1.813E9,10.454
1.815E9,10.456
1.816E9,10.455
1.818E9,10.455
1.820E9,10.467
1.821E9,10.475
1.823E9,10.480
1.824E9,10.483
1.826E9,10.482
1.828E9,10.481
1.829E9,10.493
1.831E9,10.501
1.833E9,10.507
1.834E9,10.510
1.836E9,10.509
1.837E9,10.507
1.839E9,10.519
1.841E9,10.528
1.842E9,10.534
1.844E9,10.537
1.846E9,10.537
1.847E9,10.534
1.849E9,10.546
1.851E9,10.556
1.852E9,10.562
1.854E9,10.566
1.855E9,10.566
1.857E9,10.563
1.859E9,10.574
1.860E9,10.583
1.862E9,10.590
1.863E9,10.594
1.865E9,10.595
1.867E9,10.593
1.868E9,10.602
1.870E9,10.610
1.872E9,10.617
1.873E9,10.621
1.875E9,10.624
1.877E9,10.624
1.878E9,10.630
1.880E9,10.637
1.881E9,10.643
1.883E9,10.648
1.885E9,10.652
1.886E9,10.655
1.888E9,10.659
1.889E9,10.664
1.891E9,10.669
1.893E9,10.675
1.894E9,10.681
1.896E9,10.687
1.898E9,10.689
1.899E9,10.691
1.901E9,10.695
1.902E9,10.701
1.904E9,10.709
1.906E9,10.719
1.907E9,10.721
1.909E9,10.719
1.911E9,10.720
1.912E9,10.726
1.914E9,10.736
1.916E9,10.750
1.917E9,10.754
1.919E9,10.748
1.920E9,10.747
1.922E9,10.753
1.924E9,10.765
1.925E9,10.782
1.927E9,10.790
1.929E9,10.780
1.930E9,10.777
1.932E9,10.782
1.933E9,10.795
1.935E9,10.815
1.937E9,10.828
1.938E9,10.814
1.940E9,10.809
1.942E9,10.814
1.943E9,10.827
1.945E9,10.849
1.946E9,10.867
1.948E9,10.851
1.950E9,10.844
1.951E9,10.848
1.953E9,10.861
1.954E9,10.885
1.956E9,10.908
1.958E9,10.890
1.959E9,10.882
1.961E9,10.885
1.963E9,10.898
1.964E9,10.922
1.966E9,10.951
1.968E9,10.932
1.969E9,10.924
1.971E9,10.925
1.972E9,10.938
1.974E9,10.961
1.976E9,10.995
1.977E9,10.976
1.979E9,10.967
1.980E9,10.968
1.982E9,10.980
1.984E9,11.002
1.985E9,11.034
1.987E9,11.020
1.989E9,11.011
1.990E9,11.012
1.992E9,11.023
1.993E9,11.044
1.995E9,11.075
1.997E9,11.066
1.998E9,11.057
2.000E9,11.058
