freq,noise
9.242E8,8.910
9.259E8,8.910
9.275E8,8.910
9.291E8,8.910
9.308E8,8.911
9.324E8,8.911
9.340E8,8.911
9.356E8,8.911
9.372E8,8.911
9.389E8,8.911
9.405E8,8.912
9.421E8,8.912
9.438E8,8.912
9.454E8,8.913
9.470E8,8.913
9.486E8,8.914
9.503E8,8.914
9.519E8,8.915
9.535E8,8.915
9.551E8,8.915
9.567E8,8.916
9.584E8,8.916
9.600E8,8.917
9.616E8,8.917
9.633E8,8.918
9.649E8,8.918
9.665E8,8.919
9.681E8,8.919
9.697E8,8.920
9.714E8,8.920
9.730E8,8.921
9.746E8,8.921
9.762E8,8.921
9.779E8,8.922
9.795E8,8.923
9.811E8,8.924
9.828E8,8.925
9.844E8,8.926
9.860E8,8.927
9.876E8,8.928
9.893E8,8.929
9.909E8,8.930
9.925E8,8.931
9.941E8,8.931
9.957E8,8.932
9.974E8,8.933
9.990E8,8.934
1.001E9,8.935
1.002E9,8.936
1.004E9,8.937
1.006E9,8.938
1.007E9,8.938
1.009E9,8.939
1.010E9,8.940
1.012E9,8.941
1.014E9,8.942
1.015E9,8.943
1.017E9,8.944
1.018E9,8.945
1.020E9,8.946
1.022E9,8.947
1.023E9,8.949
1.025E9,8.950
1.027E9,8.951
1.028E9,8.952
1.030E9,8.954
1.032E9,8.955
1.033E9,8.956
1.035E9,8.957
1.036E9,8.959
1.038E9,8.960
1.040E9,8.961
1.041E9,8.962
1.043E9,8.964
1.044E9,8.965
1.046E9,8.966
1.048E9,8.968
1.049E9,8.969
1.051E9,8.970
1.053E9,8.971
1.054E9,8.973
1.056E9,8.974
1.057E9,8.975
1.059E9,8.977
1.061E9,8.978
1.062E9,8.979
1.064E9,8.981
1.066E9,8.982
1.067E9,8.983
1.069E9,8.985
1.071E9,8.986
1.072E9,8.987
1.074E9,8.989
1.075E9,8.990
1.077E9,8.992
1.079E9,8.994
1.080E9,8.995
1.082E9,8.997
1.083E9,8.999
1.085E9,9.001
1.087E9,9.002
1.088E9,9.004
1.090E9,9.006
1.092E9,9.007
1.093E9,9.009
1.095E9,9.011
1.097E9,9.012
1.098E9,9.013
1.100E9,9.015
1.101E9,9.016
1.103E9,9.017
1.105E9,9.018
1.106E9,9.020
1.108E9,9.021
1.110E9,9.022
1.111E9,9.023
1.113E9,9.025
1.114E9,9.026
1.116E9,9.028
1.118E9,9.030
1.119E9,9.033
1.121E9,9.035
1.123E9,9.037
1.124E9,9.039
1.126E9,9.042
1.127E9,9.044
1.129E9,9.046
1.131E9,9.048
1.132E9,9.051
1.134E9,9.053
1.135E9,9.054
1.137E9,9.056
1.139E9,9.057
1.140E9,9.059
1.142E9,9.061
1.144E9,9.062
1.145E9,9.064
1.147E9,9.065
1.148E9,9.067
1.150E9,9.069
1.152E9,9.070
1.153E9,9.072
1.155E9,9.074
1.157E9,9.076
1.158E9,9.078
1.160E9,9.080
1.161E9,9.083
1.163E9,9.085
1.165E9,9.087
1.166E9,9.089
1.168E9,9.091
1.170E9,9.093
1.171E9,9.096
1.173E9,9.098
1.175E9,9.100
1.176E9,9.102
1.178E9,9.104
1.179E9,9.106
1.181E9,9.108
1.183E9,9.110
1.184E9,9.112
1.186E9,9.114
1.188E9,9.116
1.189E9,9.118
1.191E9,9.120
1.192E9,9.122
1.194E9,9.124
1.196E9,9.126
1.197E9,9.128
1.199E9,9.130
1.200E9,9.132
1.202E9,9.134
1.204E9,9.136
1.205E9,9.138
1.207E9,9.139
1.209E9,9.141
1.210E9,9.143
1.212E9,9.145
1.214E9,9.148
1.215E9,9.150
1.217E9,9.153
1.218E9,9.155
1.220E9,9.158
1.222E9,9.160
1.223E9,9.162
1.225E9,9.165
1.227E9,9.167
1.228E9,9.170
1.230E9,9.172
1.231E9,9.174
1.233E9,9.176
1.235E9,9.178
1.236E9,9.180
1.238E9,9.182
1.240E9,9.184
1.241E9,9.186
1.243E9,9.188
1.244E9,9.190
1.246E9,9.192
1.248E9,9.194
1.249E9,9.196
1.251E9,9.198
1.252E9,9.200
1.254E9,9.203
1.256E9,9.206
1.257E9,9.209
1.259E9,9.211
1.261E9,9.214
1.262E9,9.217
1.264E9,9.219
1.265E9,9.222
1.267E9,9.225
1.269E9,9.228
1.270E9,9.230
1.272E9,9.233
1.274E9,9.235
1.275E9,9.237
1.277E9,9.240
1.278E9,9.242
1.280E9,9.245
1.282E9,9.247
1.283E9,9.250
1.285E9,9.252
1.287E9,9.254
1.288E9,9.257
1.290E9,9.259
1.292E9,9.262
1.293E9,9.265
1.295E9,9.267
1.296E9,9.270
1.298E9,9.273
1.300E9,9.275
1.301E9,9.278
1.303E9,9.281
1.304E9,9.284
1.306E9,9.286
1.308E9,9.289
1.309E9,9.292
1.311E9,9.295
1.313E9,9.297
1.314E9,9.300
1.316E9,9.303
1.318E9,9.306
1.319E9,9.309
1.321E9,9.312
1.322E9,9.315
1.324E9,9.318
1.326E9,9.320
1.327E9,9.323
1.329E9,9.326
1.331E9,9.329
1.332E9,9.332
1.334E9,9.334
1.335E9,9.337
1.337E9,9.340
1.339E9,9.343
1.340E9,9.345
1.342E9,9.348
1.343E9,9.351
1.345E9,9.354
1.347E9,9.356
1.348E9,9.359
1.350E9,9.363
1.352E9,9.366
1.353E9,9.369
1.355E9,9.373
1.357E9,9.376
1.358E9,9.379
1.360E9,9.383
1.361E9,9.386
1.363E9,9.390
1.365E9,9.393
1.366E9,9.396
1.368E9,9.400
1.369E9,9.402
1.371E9,9.405
1.373E9,9.408
1.374E9,9.411
1.376E9,9.413
1.378E9,9.416
1.379E9,9.419
1.381E9,9.422
1.382E9,9.424
1.384E9,9.427
1.386E9,9.430
1.387E9,9.433
1.389E9,9.437
1.391E9,9.440
1.392E9,9.444
1.394E9,9.448
1.396E9,9.452
1.397E9,9.456
1.399E9,9.460
1.400E9,9.463
1.402E9,9.467
1.404E9,9.471
1.405E9,9.475
1.407E9,9.479
1.408E9,9.482
1.410E9,9.485
1.412E9,9.488
1.413E9,9.491
1.415E9,9.494
1.417E9,9.497
1.418E9,9.501
1.420E9,9.504
1.421E9,9.507
1.423E9,9.510
1.425E9,9.513
1.426E9,9.516
1.428E9,9.520
1.430E9,9.523
1.431E9,9.526
1.433E9,9.530
1.434E9,9.533
1.436E9,9.537
1.438E9,9.540
1.439E9,9.543
1.441E9,9.547
1.443E9,9.550
1.444E9,9.554
1.446E9,9.557
1.448E9,9.560
1.449E9,9.562
1.451E9,9.565
1.452E9,9.568
1.454E9,9.571
1.456E9,9.574
1.457E9,9.576
1.459E9,9.579
1.461E9,9.582
1.462E9,9.585
1.464E9,9.588
1.465E9,9.591
1.467E9,9.594
1.469E9,9.598
1.470E9,9.601
1.472E9,9.605
1.474E9,9.609
1.475E9,9.612
1.477E9,9.616
1.478E9,9.619
1.480E9,9.623
1.482E9,9.627
1.483E9,9.630
1.485E9,9.633
1.486E9,9.634
1.488E9,9.635
1.490E9,9.635
1.491E9,9.636
1.493E9,9.637
1.495E9,9.638
1.496E9,9.639
1.498E9,9.639
1.499E9,9.640
1.501E9,9.641
1.503E9,9.642
1.504E9,9.644
1.506E9,9.649
1.508E9,9.655
1.509E9,9.660
1.511E9,9.666
1.512E9,9.672
1.514E9,9.677
1.516E9,9.683
1.517E9,9.689
1.519E9,9.694
1.521E9,9.700
1.522E9,9.705
1.524E9,9.710
1.526E9,9.709
1.527E9,9.709
1.529E9,9.709
1.530E9,9.708
1.532E9,9.708
1.534E9,9.707
1.535E9,9.707
1.537E9,9.707
1.538E9,9.706
1.540E9,9.706
1.542E9,9.706
1.543E9,9.706
1.545E9,9.710
1.547E9,9.714
1.548E9,9.718
1.550E9,9.722
1.552E9,9.726
1.553E9,9.730
1.555E9,9.733
1.556E9,9.737
1.558E9,9.741
1.560E9,9.745
1.561E9,9.749
1.563E9,9.753
1.565E9,9.757
1.566E9,9.760
1.568E9,9.764
1.569E9,9.768
1.571E9,9.771
1.573E9,9.775
1.574E9,9.779
1.576E9,9.783
1.578E9,9.786
1.579E9,9.790
1.581E9,9.794
1.582E9,9.796
1.584E9,9.796
1.586E9,9.796
1.587E9,9.796
1.589E9,9.796
1.591E9,9.795
1.592E9,9.795
1.594E9,9.795
1.595E9,9.795
1.597E9,9.795
1.599E9,9.794
1.600E9,9.794
1.602E9,9.797
1.603E9,9.808
1.605E9,9.819
1.607E9,9.831
1.608E9,9.842
1.610E9,9.853
1.612E9,9.865
1.613E9,9.876
1.615E9,9.887
1.616E9,9.899
1.618E9,9.910
1.620E9,9.921
1.621E9,9.929
1.623E9,9.923
1.625E9,9.917
1.626E9,9.911
1.628E9,9.905
1.629E9,9.898
1.631E9,9.892
1.633E9,9.886
1.634E9,9.880
1.636E9,9.874
1.638E9,9.868
1.639E9,9.862
1.641E9,9.860
1.643E9,9.871
1.644E9,9.882
1.646E9,9.893
1.647E9,9.904
1.649E9,9.915
1.651E9,9.926
1.652E9,9.938
1.654E9,9.949
1.655E9,9.960
1.657E9,9.971
1.659E9,9.982
1.660E9,9.990
1.662E9,9.987
1.664E9,9.983
1.665E9,9.980
1.667E9,9.977
1.668E9,9.974
1.670E9,9.970
1.672E9,9.967
1.673E9,9.964
1.675E9,9.961
1.677E9,9.958
1.678E9,9.954
1.680E9,9.953
1.682E9,9.957
1.683E9,9.962
1.685E9,9.966
1.686E9,9.971
1.688E9,9.975
1.690E9,9.980
1.691E9,9.984
1.693E9,9.989
1.695E9,9.993
1.696E9,9.998
1.698E9,10.002
1.699E9,10.007
1.701E9,10.013
1.703E9,10.019
1.704E9,10.026
1.706E9,10.032
1.708E9,10.038
1.709E9,10.044
1.711E9,10.050
1.712E9,10.056
1.714E9,10.063
1.716E9,10.069
1.717E9,10.075
1.719E9,10.079
1.721E9,10.075
1.722E9,10.071
1.724E9,10.067
1.725E9,10.063
1.727E9,10.059
1.729E9,10.055
1.730E9,10.051
1.732E9,10.047
1.734E9,10.043
1.735E9,10.039
1.737E9,10.035
1.738E9,10.037
1.740E9,10.056
1.742E9,10.074
1.743E9,10.093
1.745E9,10.112
1.746E9,10.131
1.748E9,10.150
1.750E9,10.169
1.751E9,10.188
1.753E9,10.206
1.755E9,10.225
1.756E9,10.244
1.758E9,10.256
1.759E9,10.244
1.761E9,10.232
1.763E9,10.220
1.764E9,10.208
1.766E9,10.196
1.768E9,10.184
1.769E9,10.172
1.771E9,10.161
1.773E9,10.149
1.774E9,10.137
1.776E9,10.125
1.777E9,10.119
1.779E9,10.134
1.781E9,10.149
1.782E9,10.164
1.784E9,10.178
1.786E9,10.193
1.787E9,10.208
1.789E9,10.223
1.790E9,10.238
1.792E9,10.252
1.794E9,10.267
1.795E9,10.282
1.797E9,10.294
1.798E9,10.295
1.800E9,10.296
1.802E9,10.297
1.803E9,10.298
1.805E9,10.300
1.807E9,10.301
1.808E9,10.302
1.810E9,10.303
1.812E9,10.304
1.813E9,10.305
1.815E9,10.307
1.816E9,10.309
1.818E9,10.318
1.820E9,10.326
1.821E9,10.334
1.823E9,10.342
1.824E9,10.350
1.826E9,10.358
1.828E9,10.367
1.829E9,10.375
1.831E9,10.383
1.833E9,10.391
1.834E9,10.399
1.836E9,10.407
1.837E9,10.413
1.839E9,10.419
1.841E9,10.426
1.842E9,10.432
1.844E9,10.438
1.846E9,10.444
1.847E9,10.450
1.849E9,10.457
1.851E9,10.463
1.852E9,10.469
1.854E9,10.475
1.855E9,10.481
1.857E9,10.485
1.859E9,10.489
1.860E9,10.493
1.862E9,10.497
1.863E9,10.502
1.865E9,10.506
1.867E9,10.510
1.868E9,10.514
1.870E9,10.518
1.872E9,10.522
1.873E9,10.526
1.875E9,10.530
1.877E9,10.535
1.878E9,10.541
1.880E9,10.546
1.881E9,10.551
1.883E9,10.556
1.885E9,10.561
1.886E9,10.566
1.888E9,10.571
1.889E9,10.576
1.891E9,10.581
1.893E9,10.586
1.894E9,10.591
1.896E9,10.595
1.898E9,10.599
1.899E9,10.603
1.901E9,10.606
1.902E9,10.610
1.904E9,10.614
1.906E9,10.618
1.907E9,10.622
1.909E9,10.625
1.911E9,10.629
1.912E9,10.633
1.914E9,10.637
1.916E9,10.641
1.917E9,10.644
1.919E9,10.648
1.920E9,10.652
1.922E9,10.656
1.924E9,10.660
1.925E9,10.664
1.927E9,10.667
1.929E9,10.671
1.930E9,10.675
1.932E9,10.679
1.933E9,10.683
1.935E9,10.686
1.937E9,10.690
1.938E9,10.694
1.940E9,10.698
1.942E9,10.702
1.943E9,10.706
1.945E9,10.710
1.946E9,10.713
1.948E9,10.717
1.950E9,10.721
1.951E9,10.725
1.953E9,10.729
1.954E9,10.732
1.956E9,10.736
1.958E9,10.740
1.959E9,10.744
1.961E9,10.747
1.963E9,10.751
1.964E9,10.755
1.966E9,10.758
1.968E9,10.762
1.969E9,10.766
1.971E9,10.770
1.972E9,10.773
1.974E9,10.776
1.976E9,10.779
1.977E9,10.782
1.979E9,10.785
1.980E9,10.788
1.982E9,10.791
1.984E9,10.794
1.985E9,10.797
1.987E9,10.800
1.989E9,10.803
1.990E9,10.806
1.992E9,10.809
1.993E9,10.813
1.995E9,10.817
1.997E9,10.821
1.998E9,10.825
2.000E9,10.829
