freq,noise
9.535E8,11.862
9.551E8,11.846
9.567E8,11.826
9.584E8,11.806
9.600E8,11.786
9.616E8,11.763
9.633E8,11.737
9.649E8,11.709
9.665E8,11.677
9.681E8,11.643
9.697E8,11.606
9.714E8,11.566
9.730E8,11.524
9.746E8,11.479
9.762E8,11.433
9.779E8,11.386
9.795E8,11.340
9.811E8,11.293
9.828E8,11.244
9.844E8,11.193
9.860E8,11.140
9.876E8,11.086
9.893E8,11.030
9.909E8,10.973
9.925E8,10.916
9.941E8,10.857
9.957E8,10.798
9.974E8,10.738
9.990E8,10.681
1.001E9,10.623
1.002E9,10.564
1.004E9,10.505
1.006E9,10.446
1.007E9,10.387
1.009E9,10.328
1.010E9,10.269
1.012E9,10.211
1.014E9,10.153
1.015E9,10.095
1.017E9,10.039
1.018E9,9.986
1.020E9,9.933
1.022E9,9.880
1.023E9,9.829
1.025E9,9.779
1.027E9,9.729
1.028E9,9.682
1.030E9,9.635
1.032E9,9.590
1.033E9,9.546
1.035E9,9.504
1.036E9,9.463
1.038E9,9.424
1.040E9,9.387
1.041E9,9.352
1.043E9,9.318
1.044E9,9.285
1.046E9,9.255
1.048E9,9.226
1.049E9,9.199
1.051E9,9.174
1.053E9,9.151
1.054E9,9.129
1.056E9,9.109
1.057E9,9.091
1.059E9,9.075
1.061E9,9.060
1.062E9,9.047
1.064E9,9.036
1.066E9,9.027
1.067E9,9.019
1.069E9,9.013
1.071E9,9.008
1.072E9,9.005
1.074E9,9.004
1.075E9,9.004
1.077E9,9.005
1.079E9,9.009
1.080E9,9.013
1.082E9,9.019
1.083E9,9.026
1.085E9,9.034
1.087E9,9.043
1.088E9,9.054
1.090E9,9.065
1.092E9,9.077
1.093E9,9.090
1.095E9,9.103
1.097E9,9.118
1.098E9,9.133
1.100E9,9.149
1.101E9,9.165
1.103E9,9.182
1.105E9,9.200
1.106E9,9.217
1.108E9,9.235
1.110E9,9.253
1.111E9,9.271
1.113E9,9.290
1.114E9,9.308
1.116E9,9.329
1.118E9,9.349
1.119E9,9.369
1.121E9,9.390
1.123E9,9.410
1.124E9,9.429
1.126E9,9.449
1.127E9,9.468
1.129E9,9.487
1.131E9,9.505
1.132E9,9.522
1.134E9,9.540
1.135E9,9.557
1.137E9,9.574
1.139E9,9.590
1.140E9,9.606
1.142E9,9.621
1.144E9,9.635
1.145E9,9.648
1.147E9,9.661
1.148E9,9.673
1.150E9,9.684
1.152E9,9.694
1.153E9,9.704
1.155E9,9.715
1.157E9,9.724
1.158E9,9.733
1.160E9,9.741
1.161E9,9.748
1.163E9,9.754
1.165E9,9.760
1.166E9,9.764
1.168E9,9.767
1.170E9,9.769
1.171E9,9.771
1.173E9,9.771
1.175E9,9.772
1.176E9,9.772
1.178E9,9.771
1.179E9,9.769
1.181E9,9.766
1.183E9,9.762
1.184E9,9.758
1.186E9,9.752
1.188E9,9.746
1.189E9,9.739
1.191E9,9.731
1.192E9,9.722
1.194E9,9.714
1.196E9,9.706
1.197E9,9.696
1.199E9,9.687
1.200E9,9.676
1.202E9,9.665
1.204E9,9.654
1.205E9,9.642
1.207E9,9.630
1.209E9,9.617
1.210E9,9.605
1.212E9,9.592
1.214E9,9.580
1.215E9,9.568
1.217E9,9.556
1.218E9,9.543
1.220E9,9.531
1.222E9,9.519
1.223E9,9.507
1.225E9,9.495
1.227E9,9.483
1.228E9,9.472
1.230E9,9.460
1.231E9,9.449
1.233E9,9.439
1.235E9,9.429
1.236E9,9.420
1.238E9,9.411
1.240E9,9.402
1.241E9,9.394
1.243E9,9.387
1.244E9,9.380
1.246E9,9.374
1.248E9,9.368
1.249E9,9.363
1.251E9,9.359
1.252E9,9.356
1.254E9,9.354
1.256E9,9.352
1.257E9,9.351
1.259E9,9.352
1.261E9,9.352
1.262E9,9.354
1.264E9,9.357
1.265E9,9.360
1.267E9,9.365
1.269E9,9.370
1.270E9,9.376
1.272E9,9.383
1.274E9,9.391
1.275E9,9.399
1.277E9,9.409
1.278E9,9.420
1.280E9,9.431
1.282E9,9.444
1.283E9,9.457
1.285E9,9.471
1.287E9,9.487
1.288E9,9.503
1.290E9,9.520
1.292E9,9.539
1.293E9,9.558
1.295E9,9.578
1.296E9,9.599
1.298E9,9.620
1.300E9,9.643
1.301E9,9.667
1.303E9,9.692
1.304E9,9.717
1.306E9,9.744
1.308E9,9.771
1.309E9,9.799
1.311E9,9.828
1.313E9,9.858
1.314E9,9.888
1.316E9,9.919
1.318E9,9.951
1.319E9,9.984
1.321E9,10.017
1.322E9,10.051
1.324E9,10.086
1.326E9,10.121
1.327E9,10.158
1.329E9,10.194
1.331E9,10.230
1.332E9,10.267
1.334E9,10.305
1.335E9,10.343
1.337E9,10.381
1.339E9,10.419
1.340E9,10.459
1.342E9,10.498
1.343E9,10.537
1.345E9,10.577
1.347E9,10.617
1.348E9,10.658
1.350E9,10.698
1.352E9,10.737
1.353E9,10.777
1.355E9,10.817
1.357E9,10.857
1.358E9,10.897
1.360E9,10.936
1.361E9,10.975
1.363E9,11.014
1.365E9,11.053
1.366E9,11.092
1.368E9,11.129
1.369E9,11.166
1.371E9,11.201
1.373E9,11.237
1.374E9,11.272
1.376E9,11.306
1.378E9,11.340
1.379E9,11.373
1.381E9,11.406
1.382E9,11.438
1.384E9,11.469
1.386E9,11.499
1.387E9,11.529
1.389E9,11.556
1.391E9,11.583
1.392E9,11.609
1.394E9,11.633
1.396E9,11.657
1.397E9,11.680
1.399E9,11.702
1.400E9,11.723
1.402E9,11.742
1.404E9,11.761
1.405E9,11.779
1.407E9,11.795
1.408E9,11.810
1.410E9,11.823
1.412E9,11.836
1.413E9,11.847
1.415E9,11.857
1.417E9,11.867
1.418E9,11.875
1.420E9,11.882
1.421E9,11.888
1.423E9,11.893
1.425E9,11.897
1.426E9,11.900
1.428E9,11.901
1.430E9,11.900
1.431E9,11.898
1.433E9,11.896
1.434E9,11.892
1.436E9,11.888
1.438E9,11.882
1.439E9,11.876
1.441E9,11.868
1.443E9,11.860
1.444E9,11.851
1.446E9,11.841
1.448E9,11.828
1.449E9,11.815
1.451E9,11.801
1.452E9,11.787
1.454E9,11.771
1.456E9,11.755
1.457E9,11.739
1.459E9,11.721
1.461E9,11.703
1.462E9,11.685
1.464E9,11.666
1.465E9,11.646
1.467E9,11.627
1.469E9,11.608
1.470E9,11.588
1.472E9,11.568
1.474E9,11.547
1.475E9,11.526
1.477E9,11.505
1.478E9,11.483
1.480E9,11.462
1.482E9,11.440
1.483E9,11.418
1.485E9,11.395
1.486E9,11.368
1.488E9,11.340
1.490E9,11.313
1.491E9,11.286
1.493E9,11.258
1.495E9,11.231
1.496E9,11.204
1.498E9,11.177
1.499E9,11.150
1.501E9,11.124
1.503E9,11.097
1.504E9,11.072
1.506E9,11.051
1.508E9,11.031
1.509E9,11.011
1.511E9,10.991
1.512E9,10.971
1.514E9,10.952
1.516E9,10.934
1.517E9,10.916
1.519E9,10.898
1.521E9,10.881
1.522E9,10.864
1.524E9,10.847
1.526E9,10.824
1.527E9,10.802
1.529E9,10.781
1.530E9,10.760
1.532E9,10.740
1.534E9,10.721
1.535E9,10.702
1.537E9,10.684
1.538E9,10.667
1.540E9,10.650
1.542E9,10.635
1.543E9,10.620
1.545E9,10.610
1.547E9,10.600
1.548E9,10.591
1.550E9,10.582
1.552E9,10.575
1.553E9,10.568
1.555E9,10.561
1.556E9,10.556
1.558E9,10.551
1.560E9,10.547
1.561E9,10.544
1.563E9,10.541
1.565E9,10.538
1.566E9,10.535
1.568E9,10.534
1.569E9,10.533
1.571E9,10.533
1.573E9,10.533
1.574E9,10.534
1.576E9,10.536
1.578E9,10.538
1.579E9,10.541
1.581E9,10.544
1.582E9,10.547
1.584E9,10.549
1.586E9,10.550
1.587E9,10.553
1.589E9,10.555
1.591E9,10.559
1.592E9,10.562
1.594E9,10.566
1.595E9,10.571
1.597E9,10.575
1.599E9,10.581
1.600E9,10.586
1.602E9,10.593
1.603E9,10.606
1.605E9,10.619
1.607E9,10.632
1.608E9,10.646
1.610E9,10.659
1.612E9,10.673
1.613E9,10.687
1.615E9,10.701
1.616E9,10.716
1.618E9,10.730
1.620E9,10.745
1.621E9,10.757
1.623E9,10.760
1.625E9,10.763
1.626E9,10.766
1.628E9,10.769
1.629E9,10.772
1.631E9,10.775
1.633E9,10.778
1.634E9,10.780
1.636E9,10.782
1.638E9,10.784
1.639E9,10.786
1.641E9,10.789
1.643E9,10.801
1.644E9,10.812
1.646E9,10.823
1.647E9,10.834
1.649E9,10.845
1.651E9,10.855
1.652E9,10.864
1.654E9,10.874
1.655E9,10.883
1.657E9,10.892
1.659E9,10.901
1.660E9,10.906
1.662E9,10.904
1.664E9,10.901
1.665E9,10.897
1.667E9,10.893
1.668E9,10.889
1.670E9,10.885
1.672E9,10.880
1.673E9,10.874
1.675E9,10.869
1.677E9,10.863
1.678E9,10.857
1.680E9,10.852
1.682E9,10.851
1.683E9,10.851
1.685E9,10.851
1.686E9,10.852
1.688E9,10.854
1.690E9,10.857
1.691E9,10.860
1.693E9,10.864
1.695E9,10.867
1.696E9,10.869
1.698E9,10.868
1.699E9,10.865
1.701E9,10.862
1.703E9,10.857
1.704E9,10.851
1.706E9,10.844
1.708E9,10.837
1.709E9,10.830
1.711E9,10.823
1.712E9,10.815
1.714E9,10.808
1.716E9,10.800
1.717E9,10.793
1.719E9,10.784
1.721E9,10.767
1.722E9,10.749
1.724E9,10.732
1.725E9,10.715
1.727E9,10.697
1.729E9,10.680
1.730E9,10.663
1.732E9,10.646
1.734E9,10.628
1.735E9,10.611
1.737E9,10.593
1.738E9,10.581
1.740E9,10.587
1.742E9,10.593
1.743E9,10.599
1.745E9,10.606
1.746E9,10.613
1.748E9,10.620
1.750E9,10.627
1.751E9,10.635
1.753E9,10.644
1.755E9,10.652
1.756E9,10.661
1.758E9,10.663
1.759E9,10.638
1.761E9,10.614
1.763E9,10.589
1.764E9,10.565
1.766E9,10.541
1.768E9,10.516
1.769E9,10.492
1.771E9,10.469
1.773E9,10.445
1.774E9,10.421
1.776E9,10.398
1.777E9,10.382
1.779E9,10.390
1.781E9,10.398
1.782E9,10.407
1.784E9,10.417
1.786E9,10.426
1.787E9,10.437
1.789E9,10.448
1.790E9,10.459
1.792E9,10.471
1.794E9,10.483
1.795E9,10.496
1.797E9,10.505
1.798E9,10.502
1.800E9,10.499
1.802E9,10.497
1.803E9,10.495
1.805E9,10.493
1.807E9,10.492
1.808E9,10.492
1.810E9,10.492
1.812E9,10.492
1.813E9,10.493
1.815E9,10.494
1.816E9,10.498
1.818E9,10.508
1.820E9,10.520
1.821E9,10.531
1.823E9,10.543
1.824E9,10.556
1.826E9,10.568
1.828E9,10.581
1.829E9,10.594
1.831E9,10.608
1.833E9,10.621
1.834E9,10.635
1.836E9,10.648
1.837E9,10.660
1.839E9,10.672
1.841E9,10.683
1.842E9,10.695
1.844E9,10.707
1.846E9,10.718
1.847E9,10.729
1.849E9,10.741
1.851E9,10.752
1.852E9,10.763
1.854E9,10.774
1.855E9,10.785
1.857E9,10.794
1.859E9,10.804
1.860E9,10.814
1.862E9,10.824
1.863E9,10.833
1.865E9,10.844
1.867E9,10.854
1.868E9,10.864
1.870E9,10.875
1.872E9,10.885
1.873E9,10.896
1.875E9,10.907
1.877E9,10.917
1.878E9,10.928
1.880E9,10.938
1.881E9,10.949
1.883E9,10.959
1.885E9,10.969
1.886E9,10.979
1.888E9,10.988
1.889E9,10.998
1.891E9,11.006
1.893E9,11.015
1.894E9,11.023
1.896E9,11.033
1.898E9,11.043
1.899E9,11.052
1.901E9,11.060
1.902E9,11.068
1.904E9,11.075
1.906E9,11.081
1.907E9,11.087
1.909E9,11.092
1.911E9,11.097
1.912E9,11.100
1.914E9,11.103
1.916E9,11.105
1.917E9,11.106
1.919E9,11.107
1.920E9,11.107
1.922E9,11.106
1.924E9,11.105
1.925E9,11.104
1.927E9,11.101
1.929E9,11.099
1.930E9,11.096
1.932E9,11.092
1.933E9,11.089
1.935E9,11.088
1.937E9,11.087
1.938E9,11.085
1.940E9,11.083
1.942E9,11.081
1.943E9,11.079
1.945E9,11.076
1.946E9,11.073
1.948E9,11.070
1.950E9,11.067
1.951E9,11.065
1.953E9,11.063
1.954E9,11.063
1.956E9,11.063
1.958E9,11.063
1.959E9,11.064
1.961E9,11.065
1.963E9,11.066
1.964E9,11.067
1.966E9,11.069
1.968E9,11.072
1.969E9,11.075
1.971E9,11.079
1.972E9,11.084
1.974E9,11.092
1.976E9,11.100
1.977E9,11.110
1.979E9,11.120
1.980E9,11.131
1.982E9,11.143
1.984E9,11.156
1.985E9,11.171
1.987E9,11.186
1.989E9,11.203
1.990E9,11.221
1.992E9,11.240
1.993E9,11.265
1.995E9,11.291
1.997E9,11.319
1.998E9,11.348
2.000E9,11.379
