freq,noise
1.764E9,10.768
1.766E9,10.754
1.768E9,10.741
1.769E9,10.727
1.771E9,10.714
1.773E9,10.700
1.774E9,10.687
1.776E9,10.674
1.777E9,10.664
1.779E9,10.670
1.781E9,10.676
1.782E9,10.681
1.784E9,10.687
1.786E9,10.693
1.787E9,10.699
1.789E9,10.704
1.790E9,10.710
1.792E9,10.716
1.794E9,10.723
1.795E9,10.729
1.797E9,10.733
1.798E9,10.728
1.800E9,10.724
1.802E9,10.720
1.803E9,10.716
1.805E9,10.713
1.807E9,10.709
1.808E9,10.705
1.810E9,10.701
1.812E9,10.697
1.813E9,10.693
1.815E9,10.689
1.816E9,10.687
1.818E9,10.688
1.820E9,10.690
1.821E9,10.691
1.823E9,10.693
1.824E9,10.694
1.826E9,10.696
1.828E9,10.698
1.829E9,10.700
1.831E9,10.701
1.833E9,10.703
1.834E9,10.705
1.836E9,10.707
1.837E9,10.708
1.839E9,10.708
1.841E9,10.709
1.842E9,10.710
1.844E9,10.710
1.846E9,10.711
1.847E9,10.712
1.849E9,10.713
1.851E9,10.714
1.852E9,10.715
1.854E9,10.716
1.855E9,10.717
1.857E9,10.716
1.859E9,10.715
1.860E9,10.715
1.862E9,10.714
1.863E9,10.714
1.865E9,10.713
1.867E9,10.713
1.868E9,10.713
1.870E9,10.712
1.872E9,10.712
1.873E9,10.712
1.875E9,10.712
1.877E9,10.712
1.878E9,10.713
1.880E9,10.713
1.881E9,10.714
1.883E9,10.715
1.885E9,10.716
1.886E9,10.717
1.888E9,10.717
1.889E9,10.718
1.891E9,10.719
1.893E9,10.721
1.894E9,10.721
1.896E9,10.722
1.898E9,10.722
1.899E9,10.723
1.901E9,10.723
1.902E9,10.724
1.904E9,10.724
1.906E9,10.725
1.907E9,10.725
1.909E9,10.726
1.911E9,10.727
1.912E9,10.728
1.914E9,10.728
1.916E9,10.729
1.917E9,10.730
1.919E9,10.731
1.920E9,10.731
1.922E9,10.732
1.924E9,10.733
1.925E9,10.734
1.927E9,10.735
1.929E9,10.736
1.930E9,10.738
1.932E9,10.739
1.933E9,10.740
1.935E9,10.742
1.937E9,10.744
1.938E9,10.745
1.940E9,10.747
1.942E9,10.749
1.943E9,10.751
1.945E9,10.753
1.946E9,10.754
1.948E9,10.756
1.950E9,10.758
1.951E9,10.761
1.953E9,10.763
1.954E9,10.765
1.956E9,10.767
1.958E9,10.770
1.959E9,10.772
1.961E9,10.775
1.963E9,10.777
1.964E9,10.780
1.966E9,10.782
1.968E9,10.785
1.969E9,10.787
1.971E9,10.790
1.972E9,10.792
1.974E9,10.795
1.976E9,10.797
1.977E9,10.800
1.979E9,10.802
1.980E9,10.805
1.982E9,10.807
1.984E9,10.809
1.985E9,10.812
1.987E9,10.814
1.989E9,10.817
1.990E9,10.819
1.992E9,10.822
1.993E9,10.827
1.995E9,10.831
1.997E9,10.836
1.998E9,10.841
2.000E9,10.845
